Municipality,ref: ISTAT,Waste type,Quantity,category
Civezzano,4022061,Paper and Cardboard (t),"284,677",2
Cles,4022062,Paper and Cardboard (t),"445,375",2
Cloz,4022063,Paper and Cardboard (t),"46,048",2
Comano Terme,4022228,Paper and Cardboard (t),"259,648",2
Commezzadura,4022064,Paper and Cardboard (t),"73,795",2
Condino,4022066,Paper and Cardboard (t),"103,326",2
Croviana,4022068,Paper and Cardboard (t),"36,690",2
Cunevo,4022069,Paper and Cardboard (t),"41,752",2
Daiano,4022070,Paper and Cardboard (t),"62,040",2
Dambel,4022071,Paper and Cardboard (t),"28,109",2
Dare,4022073,Paper and Cardboard (t),"21,512",2
Denno,4022074,Paper and Cardboard (t),"82,683",2
Dimaro,4022075,Paper and Cardboard (t),"157,434",2
Don,4022076,Paper and Cardboard (t),"22,423",2
Drena,4022078,Paper and Cardboard (t),"33,730",2
Dro,4022079,Paper and Cardboard (t),"291,587",2
Faedo,4022080,Paper and Cardboard (t),"50,019",2
Fai della Paganella,4022081,Paper and Cardboard (t),"100,144",2
Faver,4022082,Paper and Cardboard (t),"48,667",2
Fiave,4022083,Paper and Cardboard (t),"81,404",2
Fiera di Primiero,4022084,Paper and Cardboard (t),"48,614",2
Fierozzo,4022085,Paper and Cardboard (t),"35,064",2
Flavon,4022086,Paper and Cardboard (t),"36,067",2
Folgaria,4022087,Paper and Cardboard (t),"288,413",2
Fondo,4022088,Paper and Cardboard (t),"110,918",2
Fornace,4022089,Paper and Cardboard (t),"94,765",2
Frassilongo,4022090,Paper and Cardboard (t),"27,970",2
Garniga Terme,4022091,Paper and Cardboard (t),"22,911",2
Giovo,4022092,Paper and Cardboard (t),"124,332",2
Giustino,4022093,Paper and Cardboard (t),"80,859",2
Grauno,4022094,Paper and Cardboard (t),"8,761",2
Grigno,4022095,Paper and Cardboard (t),"117,523",2
Grumes,4022096,Paper and Cardboard (t),"19,815",2
Imer,4022097,Paper and Cardboard (t),"90,023",2
Isera,4022098,Paper and Cardboard (t),"189,292",2
Ivano-Fracena,4022099,Paper and Cardboard (t),"17,815",2
Lardaro,4022100,Paper and Cardboard (t),"17,551",2
Lasino,4022101,Paper and Cardboard (t),"69,311",2
Lavarone,4022102,Paper and Cardboard (t),"136,312",2
Lavis,4022103,Paper and Cardboard (t),"845,118",2
Ledro,4022229,Paper and Cardboard (t),"443,002",2
Levico Terme,4022104,Paper and Cardboard (t),"702,868",2
Lisignago,4022105,Paper and Cardboard (t),"34,938",2
Livo,4022106,Paper and Cardboard (t),"55,269",2
Lona-Lases,4022108,Paper and Cardboard (t),"48,658",2
Luserna,4022109,Paper and Cardboard (t),"24,005",2
Male,4022110,Paper and Cardboard (t),"169,759",2
Malosco,4022111,Paper and Cardboard (t),"43,078",2
Massimeno,4022112,Paper and Cardboard (t),"9,493",2
Mazzin,4022113,Paper and Cardboard (t),"49,000",2
Mezzana,4022114,Paper and Cardboard (t),"111,501",2
Mezzano,4022115,Paper and Cardboard (t),"127,575",2
Mezzocorona,4022116,Paper and Cardboard (t),"451,790",2
Mezzolombardo,4022117,Paper and Cardboard (t),"639,589",2
Moena,4022118,Paper and Cardboard (t),"261,117",2
Molveno,4022120,Paper and Cardboard (t),"151,045",2
Monclassico,4022121,Paper and Cardboard (t),"50,859",2
Montagne,4022122,Paper and Cardboard (t),"17,346",2
Mori,4022123,Paper and Cardboard (t),"585,605",2
Nago-Torbole,4022124,Paper and Cardboard (t),"281,998",2
Nanno,4022125,Paper and Cardboard (t),"37,773",2
Nave San Rocco,4022126,Paper and Cardboard (t),"73,392",2
Nogaredo,4022127,Paper and Cardboard (t),"110,535",2
Nomi,4022128,Paper and Cardboard (t),"100,181",2
Novaledo,4022129,Paper and Cardboard (t),"53,382",2
Ospedaletto,4022130,Paper and Cardboard (t),"38,306",2
Ossana,4022131,Paper and Cardboard (t),"60,418",2
Padergnone,4022132,Paper and Cardboard (t),"53,641",2
Palu del Fersina,4022133,Paper and Cardboard (t),"13,776",2
Panchia ,4022134,Paper and Cardboard (t),"79,454",2
Peio,4022136,Paper and Cardboard (t),"152,765",2
Pellizzano,4022137,Paper and Cardboard (t),"57,203",2
Pelugo,4022138,Paper and Cardboard (t),"29,025",2
Pergine Valsugana,4022139,Paper and Cardboard (t),"1.507,909",2
Pieve di Bono,4022140,Paper and Cardboard (t),"89,121",2
Pieve Tesino,4022142,Paper and Cardboard (t),"42,436",2
Pinzolo,4022143,Paper and Cardboard (t),"550,709",2
Pomarolo,4022144,Paper and Cardboard (t),"139,745",2
Pozza di Fassa,4022145,Paper and Cardboard (t),"259,912",2
Predaia,4022230,Paper and Cardboard (t),"472,474",2
Predazzo,4022147,Paper and Cardboard (t),"461,869",2
Preore,4022148,Paper and Cardboard (t),"28,615",2
Prezzo,4022149,Paper and Cardboard (t),"13,112",2
Rabbi,4022150,Paper and Cardboard (t),"62,154",2
Ragoli,4022151,Paper and Cardboard (t),"105,239",2
Revo,4022152,Paper and Cardboard (t),"79,272",2
Riva del Garda,4022153,Paper and Cardboard (t),"1.221,250",2
Romallo,4022154,Paper and Cardboard (t),"39,984",2
Romeno,4022155,Paper and Cardboard (t),"103,212",2
Roncegno Terme,4022156,Paper and Cardboard (t),"147,280",2
Ronchi Valsugana,4022157,Paper and Cardboard (t),"24,039",2
Roncone,4022158,Paper and Cardboard (t),"115,891",2
Ronzo-Chienis,4022135,Paper and Cardboard (t),"64,576",2
Ronzone,4022159,Paper and Cardboard (t),"51,732",2
Rovere della Luna,4022160,Paper and Cardboard (t),"102,551",2
Rovereto,4022161,Paper and Cardboard (t),"2.781,827",2
Ruffre-Mendola,4022162,Paper and Cardboard (t),"39,668",2
Rumo,4022163,Paper and Cardboard (t),"59,944",2
Sagron Mis,4022164,Paper and Cardboard (t),"17,247",2
Samone,4022165,Paper and Cardboard (t),"25,177",2
San Lorenzo Dorsino,4022231,Paper and Cardboard (t),"134,536",2
San Michele all\'Adige,4022167,Paper and Cardboard (t),"348,545",2
Sant\'Orsola Terme,4022168,Paper and Cardboard (t),"78,075",2
Sanzeno,4022169,Paper and Cardboard (t),"60,828",2
Sarnonico,4022170,Paper and Cardboard (t),"60,954",2
Scurelle,4022171,Paper and Cardboard (t),"81,351",2
Segonzano,4022172,Paper and Cardboard (t),"67,085",2
Sfruz,4022173,Paper and Cardboard (t),"30,067",2
Siror,4022174,Paper and Cardboard (t),"202,244",2
Soraga,4022176,Paper and Cardboard (t),"83,505",2
Sover,4022177,Paper and Cardboard (t),"48,647",2
Spera,4022178,Paper and Cardboard (t),"29,023",2
Spiazzo,4022179,Paper and Cardboard (t),"124,633",2
Spormaggiore,4022180,Paper and Cardboard (t),"82,834",2
Sporminore,4022181,Paper and Cardboard (t),"44,784",2
Stenico,4022182,Paper and Cardboard (t),"103,326",2
Storo,4022183,Paper and Cardboard (t),"322,135",2
Strembo,4022184,Paper and Cardboard (t),"59,005",2
Strigno,4022185,Paper and Cardboard (t),"67,808",2
Tassullo,4022187,Paper and Cardboard (t),"118,940",2
Telve,4022188,Paper and Cardboard (t),"98,933",2
Telve di Sopra,4022189,Paper and Cardboard (t),"28,917",2
Tenna,4022190,Paper and Cardboard (t),"74,939",2
Tenno,4022191,Paper and Cardboard (t),"130,013",2
Terlago,4022192,Paper and Cardboard (t),"112,432",2
Terragnolo,4022193,Paper and Cardboard (t),"25,741",2
Terres,4022194,Paper and Cardboard (t),"20,971",2
Terzolas,4022195,Paper and Cardboard (t),"28,921",2
Tesero,4022196,Paper and Cardboard (t),"292,281",2
Tione di Trento,4022199,Paper and Cardboard (t),"252,340",2
Ton,4022200,Paper and Cardboard (t),"85,146",2
Tonadico,4022201,Paper and Cardboard (t),"155,593",2
Torcegno,4022202,Paper and Cardboard (t),"31,809",2
Trambileno,4022203,Paper and Cardboard (t),"70,091",2
Transacqua,4022204,Paper and Cardboard (t),"197,513",2
Trento,4022205,Paper and Cardboard (t),"9.545,014",2
Tuenno,4022207,Paper and Cardboard (t),"155,449",2
Valda,4022208,Paper and Cardboard (t),"8,834",2
Valdaone,4022232,Paper and Cardboard (t),"89,462",2
Valfloriana,4022209,Paper and Cardboard (t),"41,044",2
Vallarsa,4022210,Paper and Cardboard (t),"66,314",2
Varena,4022211,Paper and Cardboard (t),"89,403",2
Vattaro,4022212,Paper and Cardboard (t),"88,248",2
Vermiglio,4022213,Paper and Cardboard (t),"125,885",2
Vezzano,4022215,Paper and Cardboard (t),"139,727",2
Vignola-Falesina,4022216,Paper and Cardboard (t),"15,141",2
Vigo di Fassa,4022217,Paper and Cardboard (t),"148,738",2
Vigo Rendena,4022220,Paper and Cardboard (t),"40,293",2
Vigolo Vattaro,4022219,Paper and Cardboard (t),"162,189",2
Villa Agnedo,4022221,Paper and Cardboard (t),"49,302",2
Villa Lagarina,4022222,Paper and Cardboard (t),"246,656",2
Villa Rendena,4022223,Paper and Cardboard (t),"72,868",2
Volano,4022224,Paper and Cardboard (t),"189,585",2
Zambana,4022225,Paper and Cardboard (t),"120,037",2
Ziano di Fiemme,4022226,Paper and Cardboard (t),"178,441",2
Zuclo,4022227,Paper and Cardboard (t),"26,087",2
Ala,4022001,Paper and Cardboard (t),"484,813",2
Albiano,4022002,Paper and Cardboard (t),"108,575",2
Aldeno,4022003,Paper and Cardboard (t),"223,927",2
Altavalle,4022235,Paper and Cardboard (t),"130,305",2
Altopiano Della Vigolana,4022236,Paper and Cardboard (t),"361,549",2
Amblar-Don,4022237,Paper and Cardboard (t),"41,280",2
Andalo,4022005,Paper and Cardboard (t),"290,736",2
Arco,4022006,Paper and Cardboard (t),"1.207,847",2
Avio,4022007,Paper and Cardboard (t),"237,203",2
Baselga di Pine,4022009,Paper and Cardboard (t),"429,554",2
Bedollo,4022011,Paper and Cardboard (t),"118,736",2
Besenello,4022013,Paper and Cardboard (t),"135,222",2
Bieno,4022015,Paper and Cardboard (t),"23,853",2
Bleggio Superiore,4022017,Paper and Cardboard (t),"119,739",2
Bocenago,4022018,Paper and Cardboard (t),"34,269",2
Bondone,4022021,Paper and Cardboard (t),"48,648",2
Borgo Chiese,4022238,Paper and Cardboard (t),"136,001",2
Borgo Lares,4022239,Paper and Cardboard (t),"50,396",2
Borgo Valsugana,4022022,Paper and Cardboard (t),"364,895",2
Brentonico,4022025,Paper and Cardboard (t),"283,715",2
Bresimo,4022026,Paper and Cardboard (t),"16,784",2
Brez,4022027,Paper and Cardboard (t),"52,749",2
Caderzone Terme,4022029,Paper and Cardboard (t),"72,099",2
Cagno,4022030,Paper and Cardboard (t),"22,616",2
Calceranica al Lago,4022032,Paper and Cardboard (t),"149,672",2
Caldes,4022033,Paper and Cardboard (t),"35,776",2
Caldonazzo,4022034,Paper and Cardboard (t),"288,697",2
Calliano,4022035,Paper and Cardboard (t),"81,011",2
Campitello di Fassa,4022036,Paper and Cardboard (t),"105,572",2
Campodenno,4022037,Paper and Cardboard (t),"98,953",2
Canal San Bovo,4022038,Paper and Cardboard (t),"122,175",2
Canazei,4022039,Paper and Cardboard (t),"294,239",2
Capriana,4022040,Paper and Cardboard (t),"49,652",2
Carano,4022041,Paper and Cardboard (t),"155,935",2
Carisolo,4022042,Paper and Cardboard (t),"140,234",2
Carzano,4022043,Paper and Cardboard (t),"26,601",2
Castel Condino,4022045,Paper and Cardboard (t),"16,395",2
Castel Ivano,4022240,Paper and Cardboard (t),"173,969",2
Castelfondo,4022046,Paper and Cardboard (t),"44,520",2
Castello Tesino,4022048,Paper and Cardboard (t),"78,039",2
Castello-Molina di Fiemme,4022047,Paper and Cardboard (t),"208,672",2
Castelnuovo,4022049,Paper and Cardboard (t),"54,861",2
Cavalese,4022050,Paper and Cardboard (t),"443,859",2
Cavareno,4022051,Paper and Cardboard (t),"90,466",2
Cavedago,4022052,Paper and Cardboard (t),"48,690",2
Cavedine,4022053,Paper and Cardboard (t),"221,127",2
Cavizzana,4022054,Paper and Cardboard (t),"7,807",2
Cembra Lisignago,4022241,Paper and Cardboard (t),"180,099",2
Cimone,4022058,Paper and Cardboard (t),"52,888",2
Cinte Tesino,4022059,Paper and Cardboard (t),"21,052",2
Cis,4022060,Paper and Cardboard (t),"20,219",2
Civezzano,4022061,Paper and Cardboard (t),"283,347",2
Cles,4022062,Paper and Cardboard (t),"455,434",2
Cloz,4022063,Paper and Cardboard (t),"46,788",2
Comano Terme,4022228,Paper and Cardboard (t),"256,815",2
Commezzadura,4022064,Paper and Cardboard (t),"76,825",2
Conta\',4022242,Paper and Cardboard (t),"97,788",2
Croviana,4022068,Paper and Cardboard (t),"36,633",2
Daiano,4022070,Paper and Cardboard (t),"63,388",2
Dambel,4022071,Paper and Cardboard (t),"28,707",2
Denno,4022074,Paper and Cardboard (t),"84,179",2
Dimaro Folgarida,4022233,Paper and Cardboard (t),"204,804",2
Drena,4022078,Paper and Cardboard (t),"52,548",2
Dro,4022079,Paper and Cardboard (t),"310,618",2
Faedo,4022080,Paper and Cardboard (t),"49,794",2
Fai della Paganella,4022081,Paper and Cardboard (t),"112,332",2
Fiave,4022083,Paper and Cardboard (t),"79,558",2
Fierozzo,4022085,Paper and Cardboard (t),"34,262",2
Folgaria,4022087,Paper and Cardboard (t),"285,009",2
Fondo,4022088,Paper and Cardboard (t),"111,591",2
Fornace,4022089,Paper and Cardboard (t),"95,568",2
Frassilongo,4022090,Paper and Cardboard (t),"29,661",2
Garniga Terme,4022091,Paper and Cardboard (t),"31,821",2
Giovo,4022092,Paper and Cardboard (t),"188,938",2
Giustino,4022093,Paper and Cardboard (t),"78,751",2
Grigno,4022095,Paper and Cardboard (t),"114,958",2
Imer,4022097,Paper and Cardboard (t),"90,510",2
Isera,4022098,Paper and Cardboard (t),"195,917",2
Lavarone,4022102,Paper and Cardboard (t),"140,578",2
Lavis,4022103,Paper and Cardboard (t),"663,085",2
Ledro,4022229,Paper and Cardboard (t),"384,672",2
Levico Terme,4022104,Paper and Cardboard (t),"713,810",2
Livo,4022106,Paper and Cardboard (t),"55,147",2
Lona-Lases,4022108,Paper and Cardboard (t),"65,558",2
Luserna,4022109,Paper and Cardboard (t),"20,544",2
Madruzzo,4022243,Paper and Cardboard (t),"215,676",2
Male,4022110,Paper and Cardboard (t),"164,716",2
Malosco,4022111,Paper and Cardboard (t),"42,122",2
Massimeno,4022112,Paper and Cardboard (t),"9,339",2
Mazzin,4022113,Paper and Cardboard (t),"45,019",2
Mezzana,4022114,Paper and Cardboard (t),"117,259",2
Mezzano,4022115,Paper and Cardboard (t),"127,452",2
Mezzocorona,4022116,Paper and Cardboard (t),"409,107",2
Mezzolombardo,4022117,Paper and Cardboard (t),"523,944",2
Moena,4022118,Paper and Cardboard (t),"271,643",2
Molveno,4022120,Paper and Cardboard (t),"184,150",2
Mori,4022123,Paper and Cardboard (t),"583,246",2
Nago-Torbole,4022124,Paper and Cardboard (t),"349,840",2
Nave San Rocco,4022126,Paper and Cardboard (t),"102,608",2
Nogaredo,4022127,Paper and Cardboard (t),"114,184",2
Nomi,4022128,Paper and Cardboard (t),"100,360",2
Novaledo,4022129,Paper and Cardboard (t),"57,039",2
Ospedaletto,4022130,Paper and Cardboard (t),"42,312",2
Ossana,4022131,Paper and Cardboard (t),"63,457",2
Palu del Fersina,4022133,Paper and Cardboard (t),"13,370",2
Panchia ,4022134,Paper and Cardboard (t),"80,281",2
Peio,4022136,Paper and Cardboard (t),"143,636",2
Pellizzano,4022137,Paper and Cardboard (t),"66,111",2
Pelugo,4022138,Paper and Cardboard (t),"29,162",2
Pergine Valsugana,4022139,Paper and Cardboard (t),"1.536,650",2
Pieve Di Bono-Prezzo,4022234,Paper and Cardboard (t),"99,715",2
Pieve Tesino,4022142,Paper and Cardboard (t),"43,558",2
Pinzolo,4022143,Paper and Cardboard (t),"545,415",2
Pomarolo,4022144,Paper and Cardboard (t),"154,342",2
Porte Di Rendena,4022244,Paper and Cardboard (t),"127,399",2
Pozza di Fassa,4022145,Paper and Cardboard (t),"275,419",2
Predaia,4022230,Paper and Cardboard (t),"485,179",2
Predazzo,4022147,Paper and Cardboard (t),"467,876",2
Primiero San Martino Di Castrozza,4022245,Paper and Cardboard (t),"602,632",2
Rabbi,4022150,Paper and Cardboard (t),"64,853",2
Revo,4022152,Paper and Cardboard (t),"82,624",2
Riva del Garda,4022153,Paper and Cardboard (t),"1.231,468",2
Romallo,4022154,Paper and Cardboard (t),"40,891",2
Romeno,4022155,Paper and Cardboard (t),"106,601",2
Roncegno Terme,4022156,Paper and Cardboard (t),"163,960",2
Ronchi Valsugana,4022157,Paper and Cardboard (t),"23,022",2
Ronzo-Chienis,4022135,Paper and Cardboard (t),"67,201",2
Ronzone,4022159,Paper and Cardboard (t),"52,619",2
Rovere della Luna,4022160,Paper and Cardboard (t),"119,551",2
Rovereto,4022161,Paper and Cardboard (t),"2.763,620",2
Ruffre-Mendola,4022162,Paper and Cardboard (t),"39,854",2
Rumo,4022163,Paper and Cardboard (t),"62,081",2
Sagron Mis,4022164,Paper and Cardboard (t),"16,554",2
Samone,4022165,Paper and Cardboard (t),"28,727",2
San Lorenzo Dorsino,4022231,Paper and Cardboard (t),"133,850",2
San Michele all\'Adige,4022167,Paper and Cardboard (t),"229,820",2
Sant\'Orsola Terme,4022168,Paper and Cardboard (t),"76,870",2
Sanzeno,4022169,Paper and Cardboard (t),"62,081",2
Sarnonico,4022170,Paper and Cardboard (t),"65,451",2
Scurelle,4022171,Paper and Cardboard (t),"75,550",2
Segonzano,4022172,Paper and Cardboard (t),"84,369",2
Sella Giudicarie,4022246,Paper and Cardboard (t),"229,266",2
Sfruz,4022173,Paper and Cardboard (t),"30,782",2
Soraga,4022176,Paper and Cardboard (t),"89,850",2
Sover,4022177,Paper and Cardboard (t),"65,558",2
Spiazzo,4022179,Paper and Cardboard (t),"122,159",2
Spormaggiore,4022180,Paper and Cardboard (t),"100,767",2
Sporminore,4022181,Paper and Cardboard (t),"46,723",2
Stenico,4022182,Paper and Cardboard (t),"102,605",2
Storo,4022183,Paper and Cardboard (t),"316,752",2
Strembo,4022184,Paper and Cardboard (t),"58,122",2
Telve,4022188,Paper and Cardboard (t),"107,492",2
Telve di Sopra,4022189,Paper and Cardboard (t),"30,490",2
Tenna,4022190,Paper and Cardboard (t),"75,874",2
Tenno,4022191,Paper and Cardboard (t),"105,878",2
Terragnolo,4022193,Paper and Cardboard (t),"25,734",2
Terzolas,4022195,Paper and Cardboard (t),"28,125",2
Tesero,4022196,Paper and Cardboard (t),"294,535",2
Tione di Trento,4022199,Paper and Cardboard (t),"248,147",2
Ton,4022200,Paper and Cardboard (t),"86,447",2
Torcegno,4022202,Paper and Cardboard (t),"37,801",2
Trambileno,4022203,Paper and Cardboard (t),"72,271",2
Tre Ville,4022247,Paper and Cardboard (t),"149,641",2
Trento,4022205,Paper and Cardboard (t),"9.468,908",2
Valdaone,4022232,Paper and Cardboard (t),"86,344",2
Valfloriana,4022209,Paper and Cardboard (t),"39,369",2
Vallarsa,4022210,Paper and Cardboard (t),"63,835",2
Vallelaghi,4022248,Paper and Cardboard (t),"383,769",2
Varena,4022211,Paper and Cardboard (t),"88,654",2
Vermiglio,4022213,Paper and Cardboard (t),"127,797",2
Vignola-Falesina,4022216,Paper and Cardboard (t),"15,824",2
Vigo di Fassa,4022217,Paper and Cardboard (t),"147,254",2
Villa d\'Anaunia,4022249,Paper and Cardboard (t),"320,969",2
Villa Lagarina,4022222,Paper and Cardboard (t),"240,204",2
Volano,4022224,Paper and Cardboard (t),"188,471",2
Zambana,4022225,Paper and Cardboard (t),"129,863",2
Ziano di Fiemme,4022226,Paper and Cardboard (t),"180,762",2
Ala,4022001,Paper and Cardboard (t),"492,875",2
Albiano,4022002,Paper and Cardboard (t),"109,071",2
Aldeno,4022003,Paper and Cardboard (t),"224,948",2
Altavalle,4022235,Paper and Cardboard (t),"130,899",2
Altopiano Della Vigolana,4022236,Paper and Cardboard (t),"361,109",2
Amblar-Don,4022237,Paper and Cardboard (t),"40,460",2
Andalo,4022005,Paper and Cardboard (t),"292,063",2
Arco,4022006,Paper and Cardboard (t),"1.193,665",2
Avio,4022007,Paper and Cardboard (t),"240,785",2
Baselga di Pine,4022009,Paper and Cardboard (t),"428,440",2
Bedollo,4022011,Paper and Cardboard (t),"118,204",2
Besenello,4022013,Paper and Cardboard (t),"155,137",2
Bieno,4022015,Paper and Cardboard (t),"23,898",2
Bleggio Superiore,4022017,Paper and Cardboard (t),"116,158",2
Bocenago,4022018,Paper and Cardboard (t),"33,243",2
Bondone,4022021,Paper and Cardboard (t),"47,194",2
Borgo Chiese,4022238,Paper and Cardboard (t),"131,931",2
Borgo Lares,4022239,Paper and Cardboard (t),"48,887",2
Borgo Valsugana,4022022,Paper and Cardboard (t),"405,474",2
Brentonico,4022025,Paper and Cardboard (t),"264,921",2
Bresimo,4022026,Paper and Cardboard (t),"16,450",2
Brez,4022027,Paper and Cardboard (t),"51,701",2
Caderzone Terme,4022029,Paper and Cardboard (t),"69,942",2
Cagno,4022030,Paper and Cardboard (t),"22,167",2
