Comune,Istat,Waste type,Quantity
Cembra Lisignago,4022241,Tessili (t),12.372
Cimone,4022058,Tessili (t),3.792
Cinte Tesino,4022059,Tessili (t),0.171
Cis,4022060,Tessili (t),0.95
Civezzano,4022061,Tessili (t),14.635
Cles,4022062,Tessili (t),22.709
Comano Terme,4022228,Tessili (t),3.508
Commezzadura,4022064,Tessili (t),4.095
Conta\',4022242,Tessili (t),4.472
Croviana,4022068,Tessili (t),2.428
Dambel,4022071,Tessili (t),1.329
Denno,4022074,Tessili (t),3.933
Dimaro Folgarida,4022233,Tessili (t),6.957
Drena,4022078,Tessili (t),1.838
Dro,4022079,Tessili (t),2.166
Fai della Paganella,4022081,Tessili (t),6.899
Fiave,4022083,Tessili (t),1.178
Fierozzo,4022085,Tessili (t),1.678
Folgaria,4022087,Tessili (t),7.52
Fornace,4022089,Tessili (t),4.722
Frassilongo,4022090,Tessili (t),1.225
Garniga Terme,4022091,Tessili (t),2.054
Giovo,4022092,Tessili (t),13.373
Giustino,4022093,Tessili (t),0.996
Grigno,4022095,Tessili (t),0.941
Imer,4022097,Tessili (t),3.979
Isera,4022098,Tessili (t),9.313
Lavarone,4022102,Tessili (t),3.01
Lavis,4022103,Tessili (t),48.343
Ledro,4022229,Tessili (t),16.74
Levico Terme,4022104,Tessili (t),34.331
Livo,4022106,Tessili (t),2.363
Lona-Lases,4022108,Tessili (t),4.564
Luserna,4022109,Tessili (t),1.35
Madruzzo,4022243,Tessili (t),15.681
Male,4022110,Tessili (t),5.45
Massimeno,4022112,Tessili (t),0.158
Mazzin,4022113,Tessili (t),1.98
Mezzana,4022114,Tessili (t),3.68
Mezzano,4022115,Tessili (t),5.32
Mezzocorona,4022116,Tessili (t),28.961
Mezzolombardo,4022117,Tessili (t),39.142
Moena,4022118,Tessili (t),10.31
Molveno,4022120,Tessili (t),11.938
Mori,4022123,Tessili (t),24.02
Nago-Torbole,4022124,Tessili (t),1.029
Nogaredo,4022127,Tessili (t),3.125
Nomi,4022128,Tessili (t),1.393
Novaledo,4022129,Tessili (t),0.514
Novella,4022253,Tessili (t),11.389
Ospedaletto,4022130,Tessili (t),0.368
Ossana,4022131,Tessili (t),4.27
Palu del Fersina,4022133,Tessili (t),0.584
Panchia ,4022134,Tessili (t),2.558
Peio,4022136,Tessili (t),7.11
Pellizzano,4022137,Tessili (t),3.12
Pelugo,4022138,Tessili (t),0.455
Pergine Valsugana,4022139,Tessili (t),77.788
Pieve Di Bono-Prezzo,4022234,Tessili (t),1.61
Pieve Tesino,4022142,Tessili (t),0.368
Pinzolo,4022143,Tessili (t),6.273
Pomarolo,4022144,Tessili (t),3.999
Porte Di Rendena,4022244,Tessili (t),2.05
Predaia,4022230,Tessili (t),22.079
Predazzo,4022147,Tessili (t),14.801
Primiero San Martino Di Castrozza,4022245,Tessili (t),22.662
Rabbi,4022150,Tessili (t),5.8
Riva del Garda,4022153,Tessili (t),7.726
Romeno,4022155,Tessili (t),4.67
Roncegno Terme,4022156,Tessili (t),1.401
Ronchi Valsugana,4022157,Tessili (t),0.209
Ronzo-Chienis,4022135,Tessili (t),4.19
Ronzone,4022159,Tessili (t),1.692
Rovere della Luna,4022160,Tessili (t),8.61
Rovereto,4022161,Tessili (t),157.45
Ruffre-Mendola,4022162,Tessili (t),1.401
Rumo,4022163,Tessili (t),2.648
Sagron Mis,4022164,Tessili (t),0.636
Samone,4022165,Tessili (t),0.252
San Lorenzo Dorsino,4022231,Tessili (t),1.948
San Michele all\'Adige,4022167,Tessili (t),21.29
Sant\'Orsola Terme,4022168,Tessili (t),3.986
Sanzeno,4022169,Tessili (t),2.915
Sarnonico,4022170,Tessili (t),2.808
Scurelle,4022171,Tessili (t),0.626
Segonzano,4022172,Tessili (t),7.67
Sella Giudicarie,4022246,Tessili (t),3.311
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Tessili (t),7.32
Sfruz,4022173,Tessili (t),1.229
Sover,4022177,Tessili (t),4.253
Spiazzo,4022179,Tessili (t),1.453
Spormaggiore,4022180,Tessili (t),7.069
Sporminore,4022181,Tessili (t),2.253
Stenico,4022182,Tessili (t),1.43
Storo,4022183,Tessili (t),4.987
Strembo,4022184,Tessili (t),0.679
Telve,4022188,Tessili (t),0.893
Telve di Sopra,4022189,Tessili (t),0.284
Tenna,4022190,Tessili (t),3.837
Tenno,4022191,Tessili (t),1.026
Terragnolo,4022193,Tessili (t),1.54
Terre d\'Adige,4022251,Tessili (t),15.942
Terzolas,4022195,Tessili (t),2.687
Tesero,4022196,Tessili (t),10.18
Tione di Trento,4022199,Tessili (t),4.084
Ton,4022200,Tessili (t),4.055
Torcegno,4022202,Tessili (t),0.329
Trambileno,4022203,Tessili (t),6.44
Tre Ville,4022247,Tessili (t),1.91
Trento,4022205,Tessili (t),476.45
Valdaone,4022232,Tessili (t),1.307
Valfloriana,4022209,Tessili (t),1.33
Vallarsa,4022210,Tessili (t),4.84
Vallelaghi,4022248,Tessili (t),27.785
Vermiglio,4022213,Tessili (t),8.26
Vignola-Falesina,4022216,Tessili (t),0.761
Villa d\'Anaunia,4022249,Tessili (t),14.934
Villa Lagarina,4022222,Tessili (t),11.193
Ville di Fiemme,4022254,Tessili (t),8.413
Volano,4022224,Tessili (t),7.77
Ziano di Fiemme,4022226,Tessili (t),5.373
Ala,4022001,Vetro (t),"415,154"
Albiano,4022002,Vetro (t),"36,376"
Aldeno,4022003,Vetro (t),"97,797"
Amblar,4022004,Vetro (t),"8,806"
Andalo,4022005,Vetro (t),"188,548"
Arco,4022006,Vetro (t),"425,053"
Avio,4022007,Vetro (t),"193,258"
Baselga di Pine,4022009,Vetro (t),"283,782"
Bedollo,4022011,Vetro (t),"78,414"
Bersone,4022012,Vetro (t),"5,917"
Besenello,4022013,Vetro (t),"107,779"
Bieno,4022015,Vetro (t),"13,441"
Bleggio Superiore,4022017,Vetro (t),"93,488"
Bocenago,4022018,Vetro (t),"20,608"
Bolbeno,4022019,Vetro (t),"19,978"
Bondo,4022020,Vetro (t),"19,657"
Bondone,4022021,Vetro (t),"19,262"
Borgo Valsugana,4022022,Vetro (t),"171,887"
Bosentino,4022023,Vetro (t),"38,510"
Breguzzo,4022024,Vetro (t),"17,349"
Brentonico,4022025,Vetro (t),"240,816"
Bresimo,4022026,Vetro (t),"7,827"
Brez,4022027,Vetro (t),"23,541"
Brione,4022028,Vetro (t),"1,966"
Caderzone Terme,4022029,Vetro (t),"24,775"
Cagno,4022030,Vetro (t),"10,555"
Calavino,4022031,Vetro (t),"64,750"
Calceranica al Lago,4022032,Vetro (t),"101,919"
Caldes,4022033,Vetro (t),"35,168"
Caldonazzo,4022034,Vetro (t),"194,406"
Calliano,4022035,Vetro (t),"81,439"
Campitello di Fassa,4022036,Vetro (t),"61,787"
Campodenno,4022037,Vetro (t),"44,831"
Canal San Bovo,4022038,Vetro (t),"47,964"
Canazei,4022039,Vetro (t),"149,950"
Capriana,4022040,Vetro (t),"19,052"
Carano,4022041,Vetro (t),"57,342"
Carisolo,4022042,Vetro (t),"57,091"
Carzano,4022043,Vetro (t),"31,697"
Castel Condino,4022045,Vetro (t),"5,629"
Castelfondo,4022046,Vetro (t),"21,080"
Castello Tesino,4022048,Vetro (t),"38,676"
Castello-Molina di Fiemme,4022047,Vetro (t),"78,489"
Castelnuovo,4022049,Vetro (t),"30,538"
Cavalese,4022050,Vetro (t),"162,117"
Cavareno,4022051,Vetro (t),"40,324"
Cavedago,4022052,Vetro (t),"32,908"
Cavedine,4022053,Vetro (t),"107,821"
Cavizzana,4022054,Vetro (t),"7,202"
Cembra,4022055,Vetro (t),"68,255"
Centa San Nicolo,4022056,Vetro (t),"30,152"
Cimego,4022057,Vetro (t),"11,295"
Cimone,4022058,Vetro (t),"21,435"
Cinte Tesino,4022059,Vetro (t),"10,260"
Cis,4022060,Vetro (t),"9,488"
Civezzano,4022061,Vetro (t),"188,184"
Cles,4022062,Vetro (t),"208,288"
Cloz,4022063,Vetro (t),"22,089"
Comano Terme,4022228,Vetro (t),"128,160"
Commezzadura,4022064,Vetro (t),"64,871"
Condino,4022066,Vetro (t),"89,620"
Coredo,4022067,Vetro (t),"62,057"
Croviana,4022068,Vetro (t),"33,469"
Cunevo,4022069,Vetro (t),"18,530"
Daiano,4022070,Vetro (t),"25,354"
Dambel,4022071,Vetro (t),"12,986"
Daone,4022072,Vetro (t),"12,856"
Dare,4022073,Vetro (t),"14,376"
Denno,4022074,Vetro (t),"38,634"
Dimaro,4022075,Vetro (t),"160,318"
Don,4022076,Vetro (t),"10,259"
Dorsino,4022077,Vetro (t),"12,734"
Drena,4022078,Vetro (t),"13,319"
Dro,4022079,Vetro (t),"103,006"
Faedo,4022080,Vetro (t),"35,129"
Fai della Paganella,4022081,Vetro (t),"67,216"
Faver,4022082,Vetro (t),"18,883"
Fiave,4022083,Vetro (t),"32,367"
Fiera di Primiero,4022084,Vetro (t),"18,133"
Fierozzo,4022085,Vetro (t),"23,566"
Flavon,4022086,Vetro (t),"16,782"
Folgaria,4022087,Vetro (t),"258,506"
Fondo,4022088,Vetro (t),"51,235"
Fornace,4022089,Vetro (t),"60,647"
Frassilongo,4022090,Vetro (t),"17,890"
Garniga Terme,4022091,Vetro (t),"11,894"
Giovo,4022092,Vetro (t),"83,448"
Giustino,4022093,Vetro (t),"69,565"
Grauno,4022094,Vetro (t),"5,352"
Grigno,4022095,Vetro (t),"71,009"
Grumes,4022096,Vetro (t),"19,595"
Imer,4022097,Vetro (t),"34,705"
Isera,4022098,Vetro (t),"39,852"
Ivano-Fracena,4022099,Vetro (t),"6,229"
Lardaro,4022100,Vetro (t),"6,576"
Lasino,4022101,Vetro (t),"29,692"
Lavarone,4022102,Vetro (t),"116,214"
Lavis,4022103,Vetro (t),"366,482"
Ledro,4022229,Vetro (t),"131,980"
Levico Terme,4022104,Vetro (t),"460,014"
Lisignago,4022105,Vetro (t),"18,078"
Livo,4022106,Vetro (t),"26,091"
Lona-Lases,4022108,Vetro (t),"25,679"
Luserna,4022109,Vetro (t),"16,997"
Male,4022110,Vetro (t),"109,495"
Malosco,4022111,Vetro (t),"20,132"
Massimeno,4022112,Vetro (t),"6,324"
Mazzin,4022113,Vetro (t),"12,554"
Mezzana,4022114,Vetro (t),"119,855"
Mezzano,4022115,Vetro (t),"48,718"
Mezzocorona,4022116,Vetro (t),"209,166"
Mezzolombardo,4022117,Vetro (t),"280,636"
Moena,4022118,Vetro (t),"77,706"
Molveno,4022120,Vetro (t),"108,157"
Monclassico,4022121,Vetro (t),"58,951"
Montagne,4022122,Vetro (t),"8,152"
Mori,4022123,Vetro (t),"471,712"
Nago-Torbole,4022124,Vetro (t),"179,329"
Nanno,4022125,Vetro (t),"18,175"
Nave San Rocco,4022126,Vetro (t),"45,874"
Nogaredo,4022127,Vetro (t),"102,455"
Nomi,4022128,Vetro (t),"60,789"
Novaledo,4022129,Vetro (t),"36,941"
Ospedaletto,4022130,Vetro (t),"19,516"
Ossana,4022131,Vetro (t),"52,635"
Padergnone,4022132,Vetro (t),"47,903"
Palu del Fersina,4022133,Vetro (t),"8,953"
Panchia ,4022134,Vetro (t),"28,171"
Peio,4022136,Vetro (t),"117,538"
Pellizzano,4022137,Vetro (t),"54,666"
Pelugo,4022138,Vetro (t),"9,391"
Pergine Valsugana,4022139,Vetro (t),"987,314"
Pieve di Bono,4022140,Vetro (t),"87,720"
Pieve Tesino,4022142,Vetro (t),"24,161"
Pinzolo,4022143,Vetro (t),"856,828"
Pomarolo,4022144,Vetro (t),"100,710"
Pozza di Fassa,4022145,Vetro (t),"69,876"
Praso,4022146,Vetro (t),"7,362"
Predazzo,4022147,Vetro (t),"172,652"
Preore,4022148,Vetro (t),"7,720"
Prezzo,4022149,Vetro (t),"4,592"
Rabbi,4022150,Vetro (t),"58,322"
Ragoli,4022151,Vetro (t),"212,512"
Revo,4022152,Vetro (t),"37,181"
Riva del Garda,4022153,Vetro (t),"500,210"
Romallo,4022154,Vetro (t),"18,264"
Romeno,4022155,Vetro (t),"48,062"
Roncegno Terme,4022156,Vetro (t),"90,077"
Ronchi Valsugana,4022157,Vetro (t),"21,653"
Roncone,4022158,Vetro (t),"46,395"
Ronzo-Chienis,4022135,Vetro (t),"59,249"
Ronzone,4022159,Vetro (t),"24,491"
Rovere della Luna,4022160,Vetro (t),"69,096"
Rovereto,4022161,Vetro (t),"1.693,660"
Ruffre-Mendola,4022162,Vetro (t),"18,471"
Rumo,4022163,Vetro (t),"28,048"
Sagron Mis,4022164,Vetro (t),"6,059"
Samone,4022165,Vetro (t),"9,847"
San Lorenzo in Banale,4022166,Vetro (t),"36,546"
San Michele all\'Adige,4022167,Vetro (t),"158,037"
Sant\'Orsola Terme,4022168,Vetro (t),"50,677"
Sanzeno,4022169,Vetro (t),"28,670"
Sarnonico,4022170,Vetro (t),"29,026"
Scurelle,4022171,Vetro (t),"37,490"
Segonzano,4022172,Vetro (t),"48,937"
Sfruz,4022173,Vetro (t),"14,202"
Siror,4022174,Vetro (t),"76,315"
Smarano,4022175,Vetro (t),"19,213"
Soraga,4022176,Vetro (t),"36,477"
Sover,4022177,Vetro (t),"36,268"
Spera,4022178,Vetro (t),"13,492"
Spiazzo,4022179,Vetro (t),"108,494"
Spormaggiore,4022180,Vetro (t),"44,739"
Sporminore,4022181,Vetro (t),"21,288"
Stenico,4022182,Vetro (t),"93,425"
Storo,4022183,Vetro (t),"163,863"
Strembo,4022184,Vetro (t),"17,456"
Strigno,4022185,Vetro (t),"27,775"
Taio,4022186,Vetro (t),"91,588"
Tassullo,4022187,Vetro (t),"56,483"
Telve,4022188,Vetro (t),"61,053"
Telve di Sopra,4022189,Vetro (t),"12,807"
Tenna,4022190,Vetro (t),"49,630"
Tenno,4022191,Vetro (t),"51,989"
Terlago,4022192,Vetro (t),"67,872"
Terragnolo,4022193,Vetro (t),"29,342"
Terres,4022194,Vetro (t),"9,843"
Terzolas,4022195,Vetro (t),"26,005"
Tesero,4022196,Vetro (t),"104,868"
Tione di Trento,4022199,Vetro (t),"336,428"
Ton,4022200,Vetro (t),"40,146"
Tonadico,4022201,Vetro (t),"58,224"
Torcegno,4022202,Vetro (t),"29,298"
Trambileno,4022203,Vetro (t),"66,105"
Transacqua,4022204,Vetro (t),"76,130"
Trento,4022205,Vetro (t),"5.605,053"
Tres,4022206,Vetro (t),"24,698"
Tuenno,4022207,Vetro (t),"72,819"
Valda,4022208,Vetro (t),"5,946"
Valfloriana,4022209,Vetro (t),"16,146"
Vallarsa,4022210,Vetro (t),"68,738"
Varena,4022211,Vetro (t),"34,024"
Vattaro,4022212,Vetro (t),"57,459"
Vermiglio,4022213,Vetro (t),"144,872"
Vervo,4022214,Vetro (t),"23,719"
Vezzano,4022215,Vetro (t),"84,724"
Vignola-Falesina,4022216,Vetro (t),"9,592"
Vigo di Fassa,4022217,Vetro (t),"32,769"
Vigo Rendena,4022220,Vetro (t),"19,412"
Vigolo Vattaro,4022219,Vetro (t),"107,400"
Villa Agnedo,4022221,Vetro (t),"22,003"
Villa Lagarina,4022222,Vetro (t),"174,175"
Villa Rendena,4022223,Vetro (t),"21,759"
Volano,4022224,Vetro (t),"138,034"
Zambana,4022225,Vetro (t),"53,251"
Ziano di Fiemme,4022226,Vetro (t),"66,386"
Zuclo,4022227,Vetro (t),"22,712"
Ala,4022001,Vetro (t),"280,460"
Albiano,4022002,Vetro (t),"37,101"
Aldeno,4022003,Vetro (t),"108,189"
Amblar,4022004,Vetro (t),"9,333"
Andalo,4022005,Vetro (t),"185,836"
Avio,4022007,Vetro (t),"138,780"
Baselga di Pine,4022009,Vetro (t),"212,186"
Bedollo,4022011,Vetro (t),"58,396"
Besenello,4022013,Vetro (t),"76,296"
Bleggio Superiore,4022017,Vetro (t),"71,926"
Bocenago,4022018,Vetro (t),"21,010"
Bolbeno,4022019,Vetro (t),"14,289"
Bondo,4022020,Vetro (t),"29,865"
Bondone,4022021,Vetro (t),"28,698"
Bosentino,4022023,Vetro (t),"28,332"
Breguzzo,4022024,Vetro (t),"28,617"
Brentonico,4022025,Vetro (t),"183,120"
Bresimo,4022026,Vetro (t),"8,198"
Brez,4022027,Vetro (t),"25,320"
Brione,4022028,Vetro (t),"5,111"
Caderzone Terme,4022029,Vetro (t),"44,275"
Cagno,4022030,Vetro (t),"11,099"
Calavino,4022031,Vetro (t),"61,401"
Calceranica al Lago,4022032,Vetro (t),"74,532"
Caldes,4022033,Vetro (t),"30,551"
Caldonazzo,4022034,Vetro (t),"141,357"
Calliano,4022035,Vetro (t),"59,104"
Campitello di Fassa,4022036,Vetro (t),"32,020"
Campodenno,4022037,Vetro (t),"47,707"
Canal San Bovo,4022038,Vetro (t),"0,297"
Canazei,4022039,Vetro (t),"70,970"
Carisolo,4022042,Vetro (t),"83,840"
Carzano,4022043,Vetro (t),"25,766"
Castel Condino,4022045,Vetro (t),"9,942"
Castelfondo,4022046,Vetro (t),"22,009"
Cavareno,4022051,Vetro (t),"43,261"
Cavedago,4022052,Vetro (t),"29,797"
Cavedine,4022053,Vetro (t),"97,573"
Cavizzana,4022054,Vetro (t),"6,985"
Cembra,4022055,Vetro (t),"71,409"
Centa San Nicolo,4022056,Vetro (t),"22,399"
Cimego,4022057,Vetro (t),"17,106"
Cimone,4022058,Vetro (t),"18,670"
Cis,4022060,Vetro (t),"10,090"
Civezzano,4022061,Vetro (t),"143,310"
Cles,4022062,Vetro (t),"222,332"
Cloz,4022063,Vetro (t),"22,987"
Comano Terme,4022228,Vetro (t),"153,029"
Commezzadura,4022064,Vetro (t),"56,704"
Condino,4022066,Vetro (t),"60,898"
Croviana,4022068,Vetro (t),"26,277"
Cunevo,4022069,Vetro (t),"20,842"
Dambel,4022071,Vetro (t),"14,032"
Dare,4022073,Vetro (t),"12,678"
Denno,4022074,Vetro (t),"41,275"
Dimaro,4022075,Vetro (t),"133,248"
Don,4022076,Vetro (t),"11,194"
Faedo,4022080,Vetro (t),"25,234"
Fai della Paganella,4022081,Vetro (t),"59,011"
Faver,4022082,Vetro (t),"12,896"
Fiave,4022083,Vetro (t),"47,977"
Fiera di Primiero,4022084,Vetro (t),"0,117"
Fierozzo,4022085,Vetro (t),"16,714"
Flavon,4022086,Vetro (t),"18,005"
Folgaria,4022087,Vetro (t),"223,950"
Fondo,4022088,Vetro (t),"55,370"
Fornace,4022089,Vetro (t),"45,312"
Frassilongo,4022090,Vetro (t),"13,333"
Garniga Terme,4022091,Vetro (t),"21,765"
Giovo,4022092,Vetro (t),"74,261"
Giustino,4022093,Vetro (t),"47,656"
Grauno,4022094,Vetro (t),"4,834"
Grumes,4022096,Vetro (t),"18,646"
Imer,4022097,Vetro (t),"0,216"
Lardaro,4022100,Vetro (t),"10,344"
Lavarone,4022102,Vetro (t),"91,080"
Lavis,4022103,Vetro (t),"349,886"
Levico Terme,4022104,Vetro (t),"348,424"
Lisignago,4022105,Vetro (t),"15,119"
Livo,4022106,Vetro (t),"27,590"
Lona-Lases,4022108,Vetro (t),"22,917"
Luserna,4022109,Vetro (t),"41,390"
Male,4022110,Vetro (t),"96,156"
Malosco,4022111,Vetro (t),"21,505"
Massimeno,4022112,Vetro (t),"5,595"
Mezzana,4022114,Vetro (t),"114,762"
Mezzano,4022115,Vetro (t),"0,306"
Mezzocorona,4022116,Vetro (t),"390,373"
Mezzolombardo,4022117,Vetro (t),"263,515"
Molveno,4022120,Vetro (t),"116,683"
Monclassico,4022121,Vetro (t),"32,530"
Montagne,4022122,Vetro (t),"10,223"
Mori,4022123,Vetro (t),"317,910"
Nanno,4022125,Vetro (t),"18,856"
Nave San Rocco,4022126,Vetro (t),"45,730"
Nogaredo,4022127,Vetro (t),"63,280"
Nomi,4022128,Vetro (t),"47,270"
Novaledo,4022129,Vetro (t),"30,942"
Ossana,4022131,Vetro (t),"50,630"
Padergnone,4022132,Vetro (t),"38,600"
Palu del Fersina,4022133,Vetro (t),"6,567"
Peio,4022136,Vetro (t),"105,988"
Pellizzano,4022137,Vetro (t),"43,371"
Pelugo,4022138,Vetro (t),"17,106"
Pergine Valsugana,4022139,Vetro (t),"764,307"
Pieve di Bono,4022140,Vetro (t),"52,525"
Pinzolo,4022143,Vetro (t),"324,572"
Pomarolo,4022144,Vetro (t),"67,570"
Predaia,4022230,Vetro (t),"235,859"
Preore,4022148,Vetro (t),"16,864"
Prezzo,4022149,Vetro (t),"7,728"
Rabbi,4022150,Vetro (t),"62,285"
Ragoli,4022151,Vetro (t),"62,025"
Revo,4022152,Vetro (t),"39,572"
Romallo,4022154,Vetro (t),"19,960"
Romeno,4022155,Vetro (t),"51,523"
Roncegno Terme,4022156,Vetro (t),"66,789"
Ronchi Valsugana,4022157,Vetro (t),"19,005"
Roncone,4022158,Vetro (t),"68,303"
Ronzo-Chienis,4022135,Vetro (t),"39,500"
Ronzone,4022159,Vetro (t),"25,824"
Rovere della Luna,4022160,Vetro (t),"58,370"
Rovereto,4022161,Vetro (t),"1.203,490"
Ruffre-Mendola,4022162,Vetro (t),"19,802"
Rumo,4022163,Vetro (t),"29,924"
Sagron Mis,4022164,Vetro (t),"0,041"
San Lorenzo Dorsino,4022231,Vetro (t),"79,292"
San Michele all\'Adige,4022167,Vetro (t),"135,970"
Sant\'Orsola Terme,4022168,Vetro (t),"37,220"
Sanzeno,4022169,Vetro (t),"30,365"
Sarnonico,4022170,Vetro (t),"30,428"
Segonzano,4022172,Vetro (t),"45,732"
Sfruz,4022173,Vetro (t),"15,009"
Siror,4022174,Vetro (t),"0,485"
Sover,4022177,Vetro (t),"29,483"
Spiazzo,4022179,Vetro (t),"73,455"
Spormaggiore,4022180,Vetro (t),"41,670"
Sporminore,4022181,Vetro (t),"22,356"
Stenico,4022182,Vetro (t),"60,898"
Storo,4022183,Vetro (t),"189,857"
Strembo,4022184,Vetro (t),"34,775"
Tassullo,4022187,Vetro (t),"59,374"
Telve,4022188,Vetro (t),"49,103"
Telve di Sopra,4022189,Vetro (t),"9,770"
Tenna,4022190,Vetro (t),"37,243"
Terlago,4022192,Vetro (t),"67,917"
Terragnolo,4022193,Vetro (t),"25,020"
Terres,4022194,Vetro (t),"10,469"
Terzolas,4022195,Vetro (t),"23,554"
Tione di Trento,4022199,Vetro (t),"148,722"
Ton,4022200,Vetro (t),"42,505"
Tonadico,4022201,Vetro (t),"0,373"
Torcegno,4022202,Vetro (t),"24,985"
Trambileno,4022203,Vetro (t),"42,200"
Transacqua,4022204,Vetro (t),"0,474"
Trento,4022205,Vetro (t),"4.365,500"
Tuenno,4022207,Vetro (t),"77,600"
Valda,4022208,Vetro (t),"4,834"
Valdaone,4022232,Vetro (t),"52,727"
Vallarsa,4022210,Vetro (t),"63,580"
Vattaro,4022212,Vetro (t),"43,872"
Vermiglio,4022213,Vetro (t),"120,709"
Vezzano,4022215,Vetro (t),"76,975"
Vignola-Falesina,4022216,Vetro (t),"7,311"
Vigo Rendena,4022220,Vetro (t),"23,748"
Vigolo Vattaro,4022219,Vetro (t),"80,615"
Villa Lagarina,4022222,Vetro (t),"120,690"
Villa Rendena,4022223,Vetro (t),"42,946"
Volano,4022224,Vetro (t),"99,440"
Zambana,4022225,Vetro (t),"46,443"
Zuclo,4022227,Vetro (t),"15,375"
Ala,4022001,Vetro (t),"276,970"
Albiano,4022002,Vetro (t),"58,727"
Aldeno,4022003,Vetro (t),"121,120"
Altavalle,4022235,Vetro (t),"70,481"
Altopiano Della Vigolana,4022236,Vetro (t),"186,324"
Amblar-Don,4022237,Vetro (t),"19,374"
Andalo,4022005,Vetro (t),"157,257"
Avio,4022007,Vetro (t),"135,810"
Baselga di Pine,4022009,Vetro (t),"221,529"
Bedollo,4022011,Vetro (t),"61,166"
Besenello,4022013,Vetro (t),"83,200"
Bieno,4022015,Vetro (t),"3,355"
Bleggio Superiore,4022017,Vetro (t),"72,400"
Bocenago,4022018,Vetro (t),"20,721"
Bondone,4022021,Vetro (t),"29,415"
Borgo Chiese,4022238,Vetro (t),"82,232"
Borgo Lares,4022239,Vetro (t),"30,472"
Borgo Valsugana,4022022,Vetro (t),"51,324"
Brentonico,4022025,Vetro (t),"189,340"
Bresimo,4022026,Vetro (t),"7,877"
Brez,4022027,Vetro (t),"24,757"
Caderzone Terme,4022029,Vetro (t),"43,594"
Cagno,4022030,Vetro (t),"10,615"
Calceranica al Lago,4022032,Vetro (t),"76,894"
Caldes,4022033,Vetro (t),"26,756"
Caldonazzo,4022034,Vetro (t),"149,811"
Calliano,4022035,Vetro (t),"64,320"
Campitello di Fassa,4022036,Vetro (t),"48,620"
Campodenno,4022037,Vetro (t),"46,442"
Canazei,4022039,Vetro (t),"78,100"
Carisolo,4022042,Vetro (t),"84,792"
Carzano,4022043,Vetro (t),"3,741"
Castel Condino,4022045,Vetro (t),"9,914"
Castel Ivano,4022240,Vetro (t),"24,469"
Castelfondo,4022046,Vetro (t),"20,894"
Castello Tesino,4022048,Vetro (t),"10,976"
Castelnuovo,4022049,Vetro (t),"7,716"
Cavareno,4022051,Vetro (t),"42,458"
Cavedago,4022052,Vetro (t),"26,336"
Cavedine,4022053,Vetro (t),"119,606"
Cavizzana,4022054,Vetro (t),"5,856"
Cembra Lisignago,4022241,Vetro (t),"97,414"
Cimone,4022058,Vetro (t),"28,607"
Cinte Tesino,4022059,Vetro (t),"2,961"
Cis,4022060,Vetro (t),"9,489"
Civezzano,4022061,Vetro (t),"147,825"
Cles,4022062,Vetro (t),"213,749"
Cloz,4022063,Vetro (t),"21,959"
Comano Terme,4022228,Vetro (t),"155,282"
Commezzadura,4022064,Vetro (t),"63,500"
Conta\',4022242,Vetro (t),"45,894"
Croviana,4022068,Vetro (t),"29,436"
Dambel,4022071,Vetro (t),"13,473"
Denno,4022074,Vetro (t),"39,507"
Dimaro Folgarida,4022233,Vetro (t),"172,396"
Faedo,4022080,Vetro (t),"26,933"
Fai della Paganella,4022081,Vetro (t),"60,759"
Fiave,4022083,Vetro (t),"48,105"
Fierozzo,4022085,Vetro (t),"18,777"
Folgaria,4022087,Vetro (t),"208,730"
Fondo,4022088,Vetro (t),"52,373"
Fornace,4022089,Vetro (t),"49,863"
Frassilongo,4022090,Vetro (t),"16,252"
Garniga Terme,4022091,Vetro (t),"17,212"
Giovo,4022092,Vetro (t),"102,195"
Giustino,4022093,Vetro (t),"47,617"
Grigno,4022095,Vetro (t),"16,169"
Lavarone,4022102,Vetro (t),"101,285"
Lavis,4022103,Vetro (t),"358,662"
Levico Terme,4022104,Vetro (t),"365,590"
Livo,4022106,Vetro (t),"25,882"
Lona-Lases,4022108,Vetro (t),"35,460"
Luserna,4022109,Vetro (t),"16,135"
Madruzzo,4022243,Vetro (t),"116,658"
Male,4022110,Vetro (t),"97,243"
Malosco,4022111,Vetro (t),"19,769"
Massimeno,4022112,Vetro (t),"5,647"
Mezzana,4022114,Vetro (t),"122,703"
Mezzocorona,4022116,Vetro (t),"221,284"
Mezzolombardo,4022117,Vetro (t),"283,398"
Molveno,4022120,Vetro (t),"99,606"
